Symbol,Name,Sector,Industry
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,Finance,Blank Checks
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance,Investment Managers
APCX,AppTech Payments Corp. Common Stock,Technology,EDP Services
APCXW,AppTech Payments Corp. Warrant,Technology,EDP Services
APD,Air Products and Chemicals Inc. Common Stock,Industrials,Specialty Chemicals
APDN,Applied DNA Sciences Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APEI,American Public Education Inc. Common Stock,Consumer Discretionary,Other Consumer Services
APEN,Apollo Endosurgery Inc. Common Stock,Health Care,Industrial Specialties
APGN,Apexigen Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APGNW,Apexigen Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
APH,Amphenol Corporation Common Stock,Technology,Electrical Products
APLD,Applied Digital Corporation Common Stock,Finance,Investment Bankers/Brokers/Service
APLE,Apple Hospitality REIT Inc. Common Shares,Real Estate,Real Estate Investment Trusts
APLS,Apellis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APLT,Applied Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances
APMIU,AxonPrime Infrastructure Acquisition Corporation Unit,Industrials,Consumer Electronics/Appliances
APMIW,AxonPrime Infrastructure Acquisition Corporation Warrants,Industrials,Consumer Electronics/Appliances
APP,Applovin Corporation Class A Common Stock,Technology,EDP Services
APPF,AppFolio Inc. Class A Common Stock,Technology,EDP Services
APPH,AppHarvest Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
APPHW,AppHarvest Inc. Warrants,Consumer Staples,Farming/Seeds/Milling
APPN,Appian Corporation Class A Common Stock,Technology,EDP Services
APPS,Digital Turbine Inc. Common Stock,Technology,Computer Software: Prepackaged Software
APRE,Aprea Therapeutics Inc. Common stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APRN,Blue Apron Holdings Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
APTO,Aptose Biosciences Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology
APTX,Aptinyx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APVO,Aptevo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APXI,APx Acquisition Corp. I Class A Ordinary Share,Finance,Blank Checks
APXIU,APx Acquisition Corp. I Unit,Finance,Blank Checks
APXIW,APx Acquisition Corp. I Warrant,Finance,Blank Checks
APYX,Apyx Medical Corporation Common Stock,Health Care,Medical/Dental Instruments
AQMS,Aqua Metals Inc. Common Stock,Utilities,Environmental Services
AQST,Aquestive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AQU,Aquaron Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances
AQUA,Evoqua Water Technologies Corp. Common Stock,Industrials,Office Equipment/Supplies/Services
AQUNR,Aquaron Acquisition Corp. Rights,Industrials,Consumer Electronics/Appliances
AQUNU,Aquaron Acquisition Corp. Units,Industrials,Consumer Electronics/Appliances
ARAV,Aravive Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARAY,Accuray Incorporated Common Stock,Health Care,Medical/Dental Instruments
ARBGU,Aequi Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
ARBGW,Aequi Acquisition Corp. warrants,Industrials,Consumer Electronics/Appliances
ARC,ARC Document Solutions Inc. Common Stock,Consumer Discretionary,Business Services
ARCB,ArcBest Corporation Common Stock,Industrials,Trucking Freight/Courier Services
ARCC,Ares Capital Corporation Common Stock,Finance,Finance/Investors Services
ARCE,Arco Platform Limited Class A Common Shares,Consumer Discretionary,Service to the Health Industry
ARCH,Arch Resources Inc. Class A Common Stock,Energy,Coal Mining
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Consumer Discretionary,Restaurants
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,Finance,Investment Managers
ARDS,Aridis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARDX,Ardelyx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARE,Alexandria Real Estate Equities Inc. Common Stock,Real Estate,Real Estate Investment Trusts
AREB,American Rebel Holdings Inc. Common Stock,Consumer Discretionary,Apparel
AREBW,American Rebel Holdings Inc. Warrants,Consumer Discretionary,Apparel
ARHS,Arhaus Inc. Class A Common Stock,Consumer Discretionary,Wholesale Distributors
ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,Real Estate Investment Trusts
ARIZ,Arisz Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances
ARIZR,Arisz Acquisition Corp. Right,Finance,Blank Checks
ARIZW,Arisz Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
ARKO,ARKO Corp. Common Stock,Energy,Oil Refining/Marketing
ARKOW,ARKO Corp. Warrant,Energy,Oil Refining/Marketing
ARKR,Ark Restaurants Corp. Common Stock,Consumer Discretionary,Restaurants
ARL,American Realty Investors Inc. Common Stock,Real Estate,Building operators
ARLO,Arlo Technologies Inc. Common Stock,Technology,Security Systems Services
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,Coal Mining
ARMP,Armata Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AROC,Archrock Inc. Common Stock,Energy,Oil & Gas Production
AROW,Arrow Financial Corporation Common Stock,Finance,Major Banks
ARQT,Arcutis Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARR,ARMOUR Residential REIT Inc.,Real Estate,Real Estate Investment Trusts
ARRW,Arrowroot Acquisition Corp. Class A common stock,Industrials,Consumer Electronics/Appliances
ARRWU,Arrowroot Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
ARRWW,Arrowroot Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
ARRY,Array Technologies Inc. Common Stock,Technology,Semiconductors
ARTE,Artemis Strategic Investment Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances
ARTEU,Artemis Strategic Investment Corporation Unit,Industrials,Consumer Electronics/Appliances
ARTEW,Artemis Strategic Investment Corporation Warrant,Industrials,Consumer Electronics/Appliances
ARTL,Artelo Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARTLW,Artelo Biosciences Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
ARTNA,Artesian Resources Corporation Class A Common Stock,Utilities,Water Supply
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,Industrials,Industrial Machinery/Components
ARVN,Arvinas Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARW,Arrow Electronics Inc. Common Stock,Technology,Electronic Components
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARYE,ARYA Sciences Acquisition Corp V Class A Ordinary Shares,Finance,Blank Checks
ASA,ASA  Gold and Precious Metals Limited,Industrials,Precious Metals
ASB,Associated Banc-Corp Common Stock,Finance,Major Banks
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,Finance,Major Banks
ASG,Liberty All-Star Growth Fund Inc.,Finance,Finance Companies
ASGN,ASGN Incorporated Common Stock,Technology,EDP Services
ASH,Ashland Inc. Common Stock,Industrials,Specialty Chemicals
ASIX,AdvanSix Inc. Common Stock ,Industrials,Major Chemicals
ASLE,AerSale Corporation Common Stock,Consumer Discretionary,Aerospace
ASMB,Assembly Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ASNS,Actelis Networks Inc. Common Stock,Telecommunications,Telecommunications Equipment
ASO,Academy Sports and Outdoors Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
ASPA,ABRI SPAC I INC. Common Stock,Industrials,Consumer Electronics/Appliances
ASPAW,ABRI SPAC I INC. Warrant,Industrials,Consumer Electronics/Appliances
ASPI,ASP Isotopes Inc. Common Stock,Industrials,Industrial Specialties
ASPN,Aspen Aerogels Inc. Common Stock,Industrials,Wholesale Distributors
ASPU,Aspen Group Inc. Common Stock,Consumer Discretionary,Other Consumer Services
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,Consumer Discretionary,Aerospace
ASRT,Assertio Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ASRV,AmeriServ Financial Inc. Common Stock,Finance,Major Banks
ASST,Asset Entities Inc. Class B Common Stock,Consumer Discretionary,EDP Services
ASTC,Astrotech Corporation (DE) Common Stock,Industrials,Aerospace
ASTE,Astec Industries Inc. Common Stock,Industrials,Construction/Ag Equipment/Trucks
ASTI,Ascent Solar Technologies Inc. Common Stock,Technology,Semiconductors
ASTS,AST SpaceMobile Inc. Class A Common Stock,Consumer Discretionary,Telecommunications Equipment
ASTSW,AST SpaceMobile Inc. Warrant,Consumer Discretionary,Telecommunications Equipment
ASUR,Asure Software Inc Common Stock,Technology,EDP Services
ASXC,Asensus Surgical Inc. Common Stock,Health Care,Medical/Dental Instruments
ASYS,Amtech Systems Inc. Common Stock,Technology,Semiconductors
ATAK,Aurora Technology Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
ATAKR,Aurora Technology Acquisition Corp. Rights,Finance,Blank Checks
ATAKU,Aurora Technology Acquisition Corp. Unit,Finance,Blank Checks
ATAKW,Aurora Technology Acquisition Corp. Warrants,Finance,Blank Checks
ATCX,Atlas Technical Consultants Inc. Class A Common Stock,Consumer Discretionary,Military/Government/Technical
ATEC,Alphatec Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments
ATEX,Anterix Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
ATGE,Adtalem Global Education Inc. Common Stock,Consumer Discretionary,Other Consumer Services
ATHA,Athira Pharma Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
ATHX,Athersys Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ATI,ATI Inc. Common Stock,Industrials,Steel/Iron Ore
ATKR,Atkore Inc. Common Stock,Technology,Electrical Products
ATLC,Atlanticus Holdings Corporation Common Stock,Finance,Finance: Consumer Services
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,Finance,Finance: Consumer Services
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,Finance,Finance: Consumer Services
ATLO,Ames National Corporation Common Stock,Finance,Major Banks
ATLX,Atlas Lithium Corporation Common Stock,Basic Materials,Precious Metals
ATNF,180 Life Sciences Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ATNFW,180 Life Sciences Corp. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
ATNI,ATN International Inc. Common Stock,Telecommunications,Telecommunications Equipment
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ATNX,Athenex Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ATO,Atmos Energy Corporation Common Stock,Utilities,Oil/Gas Transmission
ATOM,Atomera Incorporated Common Stock,Technology,Semiconductors
ATOS,Atossa Therapeutics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ATR,AptarGroup Inc. Common Stock,Health Care,Medical/Dental Instruments
ATRA,Atara Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,AtriCure Inc. Common Stock,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation Common Stock,Health Care,Medical/Dental Instruments
ATRO,Astronics Corporation Common Stock,Industrials,Military/Government/Technical
ATSG,Air Transport Services Group Inc,Consumer Discretionary,Air Freight/Delivery Services
ATUS,Altice USA Inc. Class A Common Stock,Telecommunications,Telecommunications Equipment
ATVI,Activision Blizzard Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
ATXI,Avenue Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
ATXS,Astria Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AUB,Atlantic Union Bankshares Corporation Common Stock,Finance,Major Banks
AUBN,Auburn National Bancorporation Inc. Common Stock,Finance,Major Banks
AUD,Audacy Common Stock,Consumer Discretionary,Broadcasting
AUGX,Augmedix Inc. Common Stock,Technology,Computer Software: Prepackaged Software
AUID,authID Inc. Common Stock,Technology,Computer Software: Prepackaged Software
AULT,Ault Alliance Inc. Common Stock,Industrials,Military/Government/Technical
AUMN,Golden Minerals Company Common Stock,Basic Materials,Precious Metals
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Health Care,Pharmaceuticals and Biotechnology
AUR,Aurora Innovation Inc. Class A Common Stock,Technology,EDP Services
AURA,Aura Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AUROW,Aurora Innovation Inc. Warrant,Technology,EDP Services
AUUD,Auddia Inc. Common Stock,Technology,Computer Software: Prepackaged Software
AUUDW,Auddia Inc. Warrants,Technology,Computer Software: Prepackaged Software
AVA,Avista Corporation Common Stock,Utilities,Power Generation
AVAC,Avalon Acquisition Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
AVACW,Avalon Acquisition Inc. Warrant,Industrials,Consumer Electronics/Appliances
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,Health Care,Hospital/Nursing Management
AVAV,AeroVironment Inc. Common Stock,Industrials,Aerospace
AVB,AvalonBay Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),Industrials,Agricultural Chemicals
AVDX,AvidXchange Holdings Inc. Common Stock,Technology,EDP Services
AVGO,Broadcom Inc. Common Stock,Technology,Semiconductors
AVGR,Avinger Inc. Common Stock,Health Care,Medical/Dental Instruments
AVHI,Achari Ventures Holdings Corp. I Common Stock,Industrials,Consumer Electronics/Appliances
AVHIW,Achari Ventures Holdings Corp. I Warrant,Industrials,Consumer Electronics/Appliances
AVID,Avid Technology Inc. Common Stock,Technology,Computer Software: Prepackaged Software
AVIR,Atea Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
AVK,Advent Convertible and Income Fund,Finance,Trusts Except Educational Religious and Charitable
AVNS,Avanos Medical Inc. Common Stock,Health Care,Industrial Specialties
AVNT,Avient Corporation Common Stock,Industrials,Major Chemicals
AVNW,Aviat Networks Inc. Common Stock,Telecommunications,Telecommunications Equipment
AVO,Mission Produce Inc. Common Stock,Consumer Discretionary,Specialty Foods
AVPT,AvePoint Inc. Class A Common Stock,Technology,EDP Services
AVPTW,AvePoint Inc. Warrant,Technology,EDP Services
AVRO,AVROBIO Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVT,Avnet Inc. Common Stock,Technology,Electronic Components
AVTA,Avantax Inc. Common Stock,Finance,Investment Managers
AVTE,Aerovate Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AVTX,Avalo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AVXL,Anavex Life Sciences Corp. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
